geoid,ansi_code,county of social_data_combined_cleaned,state_name,state_abbrev,population_per_square_mile,median_income_dollars,mean_income_dollars,percent_bachelors_or_higher,county_state of social_data_combined_cleaned,county_type,total_crime,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson
19135,465256,monroe , iowa,IA,18.37612257,43913,53947,16.7,monroe_iowa,Nonmetropolitan,31,4,1,1,0,2,27,2,19,6,0
19137,465257,montgomery , iowa,IA,25.32439513,38072,50878,15.5,montgomery_iowa,,0,,,,,,,,,,
19139,465258,muscatine , iowa,IA,97.70978058,51134,61832,18,muscatine_iowa,Nonmetropolitan,140,24,0,6,0,18,116,57,48,11,4
19141,465259,o'brien , iowa,IA,25.12586491,45995,61696,18.6,o'brien_iowa,Nonmetropolitan,56,10,0,0,0,10,46,19,21,6,0
19143,465260,osceola , iowa,IA,16.20832539,45696,55643,13.3,osceola_iowa,Nonmetropolitan,9,1,0,0,0,1,8,2,5,1,2
19145,465261,page , iowa,IA,29.78266803,41503,54397,15.9,page_iowa,Nonmetropolitan,41,5,1,0,0,4,36,9,24,3,0
19147,465262,palo alto , iowa,IA,16.70852222,44063,55533,15.2,palo alto_iowa,Nonmetropolitan,85,14,0,0,0,14,71,26,42,3,0
19149,465263,plymouth , iowa,IA,28.95608146,56387,71886,20.1,plymouth_iowa,Nonmetropolitan,89,12,0,0,1,11,77,29,47,1,0
19151,465264,pocahontas , iowa,IA,12.66368813,42545,51838,17.3,pocahontas_iowa,Nonmetropolitan,84,8,0,2,0,6,76,24,50,2,0
19153,465265,polk , iowa,IA,750.5119424,57473,73340,33.8,polk_iowa,Metropolitan,866,87,0,7,4,76,779,234,483,62,4
19155,465266,pottawattamie , iowa,IA,98.03215894,49924,61355,17.7,pottawattamie_iowa,Metropolitan,620,50,0,4,1,45,570,215,287,68,3
19157,465267,poweshiek , iowa,IA,32.33538257,52413,61625,23.1,poweshiek_iowa,,0,,,,,,,,,,
19159,465268,ringgold , iowa,IA,9.581735133,42213,55658,21.1,ringgold_iowa,,0,,,,,,,,,,
19161,465269,sac , iowa,IA,17.99962436,44392,59108,18.8,sac_iowa,,0,,,,,,,,,,
19163,465270,scott , iowa,IA,360.681003,51274,67891,30.3,scott_iowa,Metropolitan,193,40,0,4,1,35,153,45,99,9,2
19165,465271,shelby , iowa,IA,20.59484173,46257,58482,17.4,shelby_iowa,,0,,,,,,,,,,
19167,465272,sioux , iowa,IA,43.86645356,53922,63824,22.5,sioux_iowa,Nonmetropolitan,54,10,0,1,0,9,44,20,22,2,1
19169,465273,story , iowa,IA,156.3184118,49733,65208,47.7,story_iowa,Metropolitan,152,9,0,3,0,6,143,54,78,11,3
19169,465273,story , iowa,IA,156.3184118,49733,65208,47.7,story_iowa,Nonmetropolitan,152,9,0,3,0,6,143,54,78,11,3
19171,465274,tama , iowa,IA,24.64178771,48836,60234,16,tama_iowa,Nonmetropolitan,105,22,0,1,0,21,83,44,35,4,1
19173,465275,taylor , iowa,IA,11.87624788,41554,53604,12.7,taylor_iowa,,0,,,,,,,,,,
19175,465276,union , iowa,IA,29.58609213,41782,49928,15.8,union_iowa,,0,,,,,,,,,,
19177,465277,van buren , iowa,IA,15.61504077,40640,49645,13.1,van buren_iowa,Nonmetropolitan,72,14,0,1,0,13,58,27,26,5,0
19179,465278,wapello , iowa,IA,82.49716904,40269,53553,15.5,wapello_iowa,Nonmetropolitan,109,13,0,0,0,13,96,44,45,7,1
19181,465279,warren , iowa,IA,81.1211122,63292,76185,26.7,warren_iowa,Metropolitan,297,22,0,3,0,19,275,109,144,22,4
19183,465280,washington , iowa,IA,38.15517681,51875,60248,19.5,washington_iowa,Metropolitan,155,25,1,4,0,20,130,69,57,4,0
19185,465281,wayne , iowa,IA,12.18604704,36365,46320,11.9,wayne_iowa,Nonmetropolitan,30,4,0,0,0,4,26,10,16,0,0
19187,465282,webster , iowa,IA,53.11904799,41695,55287,17.9,webster_iowa,Nonmetropolitan,227,16,0,1,0,15,211,71,128,12,3
19189,465283,winnebago , iowa,IA,27.13183134,46395,54790,20.8,winnebago_iowa,Nonmetropolitan,16,2,0,0,0,2,14,5,8,1,0
19191,465284,winneshiek , iowa,IA,30.52178098,52042,62401,27.1,winneshiek_iowa,Nonmetropolitan,16,0,0,0,0,0,16,4,11,1,0
19193,465285,woodbury , iowa,IA,117.0577681,45844,57747,20.3,woodbury_iowa,Metropolitan,163,34,0,4,1,29,129,46,71,12,2
19195,465286,worth , iowa,IA,18.98916083,50540,64484,16.2,worth_iowa,Nonmetropolitan,99,3,0,0,0,3,96,29,63,4,0
19197,465287,wright , iowa,IA,22.79203752,43105,55060,14.6,wright_iowa,Nonmetropolitan,47,1,0,0,0,1,46,23,21,2,0
20001,484970,allen , kansas,KS,26.72580416,40275,48886,16.6,allen_kansas,Nonmetropolitan,95,10,0,1,0,9,85,27,55,3,5
20003,484971,anderson , kansas,KS,13.97749661,40753,52769,14.7,anderson_kansas,Nonmetropolitan,67,7,0,0,1,6,60,27,30,3,1
20005,484972,atchison , kansas,KS,39.25115731,44433,56118,21.4,atchison_kansas,Nonmetropolitan,27,15,1,3,1,10,12,8,4,0,1
20007,484973,barber , kansas,KS,4.286320193,41677,52788,20,barber_kansas,Nonmetropolitan,33,3,0,1,0,2,30,6,21,3,0
20009,484974,barton , kansas,KS,30.90685727,44989,59789,19.6,barton_kansas,Nonmetropolitan,166,9,1,1,0,7,157,61,92,4,3
20011,484975,bourbon , kansas,KS,23.87677801,39843,47870,21.5,bourbon_kansas,Nonmetropolitan,149,20,2,1,0,17,129,50,62,17,8
20013,484976,brown , kansas,KS,17.48903432,36218,46420,16.3,brown_kansas,Nonmetropolitan,58,14,0,4,0,10,44,14,25,5,0
20015,484977,butler , kansas,KS,46.07434419,57573,71472,25.2,butler_kansas,Metropolitan,480,40,1,3,0,36,440,123,298,19,6
20017,484978,chase , kansas,KS,3.609034228,39095,48619,17.7,chase_kansas,Nonmetropolitan,15,1,0,0,0,1,14,8,4,2,0
20019,484979,chautauqua , kansas,KS,5.74285352,35791,46865,15.5,chautauqua_kansas,Nonmetropolitan,19,0,0,0,0,0,19,4,11,4,1
20021,484980,cherokee , kansas,KS,36.76680827,41513,49842,13.4,cherokee_kansas,Nonmetropolitan,278,25,0,2,2,21,253,96,146,11,24
20023,484981,cheyenne , kansas,KS,2.672845129,36364,45163,18.1,cheyenne_kansas,Nonmetropolitan,37,4,0,1,0,3,33,15,16,2,0
20025,484982,clark , kansas,KS,2.272652652,42011,65771,23.3,clark_kansas,Nonmetropolitan,19,3,0,0,0,3,16,2,14,0,0
20027,484983,clay , kansas,KS,13.22638583,41829,58154,17.3,clay_kansas,Nonmetropolitan,43,1,0,1,0,0,42,11,24,7,0
20029,484984,cloud , kansas,KS,13.32649278,37073,45648,15.2,cloud_kansas,Nonmetropolitan,84,22,0,7,0,15,62,25,33,4,0
20031,484985,coffey , kansas,KS,13.718863,49552,62816,20.2,coffey_kansas,Nonmetropolitan,41,4,0,1,0,3,37,10,24,3,0
20033,484986,comanche , kansas,KS,2.398839018,38750,50857,23.1,comanche_kansas,,0,,,,,,,,,,
20035,484987,cowley , kansas,KS,32.25494115,40924,53052,19.5,cowley_kansas,Nonmetropolitan,161,19,0,2,1,16,142,51,84,7,1
20037,484988,crawford , kansas,KS,66.35625581,36043,49615,27.8,crawford_kansas,Nonmetropolitan,255,26,0,3,0,23,229,74,138,17,6
20039,484989,decatur , kansas,KS,3.313870917,35887,43828,17.7,decatur_kansas,,0,,,,,,,,,,
20041,484990,dickinson , kansas,KS,23.32033168,49003,57813,19.5,dickinson_kansas,Nonmetropolitan,136,13,0,1,0,12,123,43,71,9,2
20043,484991,doniphan , kansas,KS,20.19547286,45000,55413,18.3,doniphan_kansas,Metropolitan,39,2,0,1,0,1,37,7,26,4,0
20045,484992,douglas , kansas,KS,243.1082477,47063,64385,48.8,douglas_kansas,Metropolitan,204,25,0,2,0,23,179,64,104,11,1
20047,484993,edwards , kansas,KS,4.883468887,41406,53958,21.6,edwards_kansas,Nonmetropolitan,29,5,0,1,0,4,24,11,12,1,2
20049,484994,elk , kansas,KS,4.473314552,34246,44929,16.8,elk_kansas,Nonmetropolitan,26,3,0,0,0,3,23,10,11,2,0
20051,484995,ellis , kansas,KS,31.61642472,43713,58400,31.8,ellis_kansas,Nonmetropolitan,67,8,0,2,0,6,59,23,34,2,0
20053,484996,ellsworth , kansas,KS,9.075961763,43125,54096,21.8,ellsworth_kansas,Nonmetropolitan,45,7,0,1,1,5,38,17,20,1,2
20055,485326,finney , kansas,KS,28.24649165,51179,65054,19.1,finney_kansas,Nonmetropolitan,195,25,0,5,2,18,170,47,114,9,4
20057,484997,ford , kansas,KS,30.81935151,49061,58429,18,ford_kansas,Nonmetropolitan,120,7,0,0,0,7,113,33,75,5,0
20059,484998,franklin , kansas,KS,45.45995145,50231,58503,19.5,franklin_kansas,Metropolitan,221,25,0,1,0,24,196,63,120,13,2
20061,484999,geary , kansas,KS,89.34059248,45649,55489,19.9,geary_kansas,Metropolitan,40,6,0,1,0,5,34,13,19,2,1
20063,485000,gove , kansas,KS,2.514778406,41853,53673,16.3,gove_kansas,,0,,,,,,,,,,
20065,481811,graham , kansas,KS,2.890302074,41008,55165,21.1,graham_kansas,Nonmetropolitan,26,0,0,0,0,0,26,3,20,3,1
20067,485099,grant , kansas,KS,13.6203897,59127,73338,17.5,grant_kansas,Nonmetropolitan,15,6,0,0,0,6,9,2,5,2,0
20069,485001,gray , kansas,KS,6.912450352,55559,65455,20.2,gray_kansas,Nonmetropolitan,45,4,0,1,0,3,41,9,29,3,0
20071,485002,greeley , kansas,KS,1.601901214,58971,76280,19.1,greeley_kansas,,0,,,,,,,,,,
20073,485003,greenwood , kansas,KS,5.850607889,37543,49622,15.4,greenwood_kansas,Nonmetropolitan,106,12,0,2,1,9,94,45,44,5,1
20075,485327,hamilton , kansas,KS,2.699426397,41351,52974,13.6,hamilton_kansas,,0,,,,,,,,,,
20077,485004,harper , kansas,KS,7.530554658,42021,51731,16.7,harper_kansas,Nonmetropolitan,19,3,0,1,0,2,16,10,5,1,1
20079,485005,harvey , kansas,KS,64.25890313,48880,59774,25.7,harvey_kansas,Metropolitan,104,18,1,0,0,17,86,39,45,2,1
20081,485328,haskell , kansas,KS,7.36942899,49760,65950,15.8,haskell_kansas,,0,,,,,,,,,,
20083,485006,hodgeman , kansas,KS,2.227927702,44176,56944,23.6,hodgeman_kansas,Nonmetropolitan,51,7,0,0,0,7,44,14,21,9,0
20085,485007,jackson , kansas,KS,20.5145554,54440,61766,18.7,jackson_kansas,Metropolitan,128,18,0,2,0,16,110,33,65,12,5
20087,485008,jefferson , kansas,KS,35.91238025,58083,67140,22.8,jefferson_kansas,Metropolitan,359,29,0,3,0,26,330,122,188,20,2
20089,485009,jewell , kansas,KS,3.382132623,39713,47827,20,jewell_kansas,,0,,,,,,,,,,
20091,485010,johnson , kansas,KS,1149.572749,74761,96781,51.3,johnson_kansas,Metropolitan,316,38,0,7,0,31,278,73,187,18,7
20093,485011,kearny , kansas,KS,4.568413048,50612,59757,14.7,kearny_kansas,,0,,,,,,,,,,
20095,485012,kingman , kansas,KS,9.101617744,45817,56427,19.6,kingman_kansas,Nonmetropolitan,79,2,0,0,0,2,77,24,51,2,2
20097,485013,kiowa , kansas,KS,3.532884331,39496,52066,22.1,kiowa_kansas,Nonmetropolitan,44,1,0,0,1,0,43,15,24,4,0
20099,485014,labette , kansas,KS,33.48391046,40587,54256,18,labette_kansas,Nonmetropolitan,117,8,0,2,0,6,109,42,60,7,5
20101,485015,lane , kansas,KS,2.43917737,41536,52685,19.6,lane_kansas,Nonmetropolitan,16,2,0,1,0,1,14,7,6,1,0
20103,485016,leavenworth , kansas,KS,164.6972653,62853,73933,28.7,leavenworth_kansas,Metropolitan,281,48,0,3,1,44,233,85,121,27,15
20105,485017,lincoln , kansas,KS,4.505168224,41050,51340,18.8,lincoln_kansas,Nonmetropolitan,57,1,0,0,0,1,56,18,34,4,0
20107,485018,linn , kansas,KS,16.25427777,44408,53884,13.9,linn_kansas,Metropolitan,122,15,0,0,0,15,107,51,45,11,3
20109,485019,logan , kansas,KS,2.568513897,41289,51973,19.6,logan_kansas,Nonmetropolitan,20,2,0,0,0,2,18,2,16,0,0
20111,485020,lyon , kansas,KS,39.75343196,37954,47301,23.7,lyon_kansas,Nonmetropolitan,111,9,0,0,0,9,102,18,84,0,2
20113,485021,mcpherson , kansas,KS,32.48452031,53332,66313,25,mcpherson_kansas,Nonmetropolitan,117,11,0,3,2,6,106,59,39,8,0
20115,485022,marion , kansas,KS,13.4068983,45941,53466,20.6,marion_kansas,Nonmetropolitan,14,9,0,0,0,9,5,1,3,1,1
20117,485023,marshall , kansas,KS,11.23882588,42464,51055,12.8,marshall_kansas,Nonmetropolitan,59,3,0,0,0,3,56,14,41,1,0
20119,485024,meade , kansas,KS,4.677493232,49551,63267,22.5,meade_kansas,,0,,,,,,,,,,
20121,485025,miami , kansas,KS,56.95539562,59668,70978,23.3,miami_kansas,Metropolitan,207,18,0,3,0,15,189,70,110,9,6
20123,485026,mitchell , kansas,KS,9.081038256,45237,55959,20.7,mitchell_kansas,,0,,,,,,,,,,
20125,485027,montgomery , kansas,KS,55.11967641,40925,51478,18.6,montgomery_kansas,Nonmetropolitan,205,30,0,4,1,25,175,65,102,8,6
20127,485028,morris , kansas,KS,8.518882348,44070,55586,19.2,morris_kansas,Nonmetropolitan,67,9,0,0,0,9,58,23,32,3,0
20129,485135,morton , kansas,KS,4.430399695,44263,60373,19.4,morton_kansas,Nonmetropolitan,25,4,0,0,0,4,21,4,16,1,1
20131,485029,nemaha , kansas,KS,14.18680925,47476,60411,19.4,nemaha_kansas,Nonmetropolitan,32,2,0,0,0,2,30,7,20,3,1
20133,485030,neosho , kansas,KS,28.89380407,38883,47837,15.5,neosho_kansas,Nonmetropolitan,162,3,0,2,0,1,159,69,74,16,7
20135,485031,ness , kansas,KS,2.890904862,46417,66432,17.4,ness_kansas,Nonmetropolitan,23,4,0,0,0,4,19,2,14,3,0
20137,485032,norton , kansas,KS,6.458012103,37656,49837,16.7,norton_kansas,,0,,,,,,,,,,
20139,485033,osage , kansas,KS,23.09650498,51878,59788,19.8,osage_kansas,Metropolitan,124,13,0,0,1,12,111,45,56,10,2
20141,485034,osborne , kansas,KS,4.322669702,36489,53444,18.7,osborne_kansas,,0,,,,,,,,,,
20143,485035,ottawa , kansas,KS,8.451118514,53287,60798,19.1,ottawa_kansas,,0,,,,,,,,,,
20145,485036,pawnee , kansas,KS,9.24478597,43676,56345,21.7,pawnee_kansas,Nonmetropolitan,32,1,0,0,0,1,31,11,18,2,0
20147,485037,phillips , kansas,KS,6.368829984,43476,50971,16.1,phillips_kansas,Nonmetropolitan,21,2,0,0,0,2,19,11,8,0,0
20149,485038,pottawatomie , kansas,KS,25.68779414,54309,64854,29.7,pottawatomie_kansas,Metropolitan,262,38,0,5,1,32,224,72,140,12,6
20151,485039,pratt , kansas,KS,13.13661068,42825,58874,22.2,pratt_kansas,Nonmetropolitan,70,4,0,0,0,4,66,12,47,7,1
20153,485040,rawlins , kansas,KS,2.355491221,40625,54928,22.7,rawlins_kansas,,0,,,,,,,,,,
20155,485041,reno , kansas,KS,51.38901944,42207,54902,19.5,reno_kansas,,0,,,,,,,,,,
20157,485042,republic , kansas,KS,6.942014662,40538,55508,19.4,republic_kansas,Nonmetropolitan,19,0,0,0,0,0,19,9,9,1,0
20159,485043,rice , kansas,KS,13.88389741,46155,55868,20.9,rice_kansas,Nonmetropolitan,46,3,0,2,0,1,43,18,19,6,0
20161,485044,riley , kansas,KS,116.6257497,41427,55717,45.6,riley_kansas,Metropolitan,1640,173,5,28,20,120,1467,372,1062,33,9
20163,485045,rooks , kansas,KS,5.817864133,40000,52768,20.1,rooks_kansas,,0,,,,,,,,,,
20165,485358,rush , kansas,KS,4.607370399,40036,50695,17.2,rush_kansas,Nonmetropolitan,31,3,0,2,0,1,28,10,17,1,0
20167,485046,russell , kansas,KS,7.864509286,38168,55946,20.2,russell_kansas,Nonmetropolitan,51,5,0,1,0,4,46,14,30,2,0
20169,485047,saline , kansas,KS,77.20642855,45635,59172,24,saline_kansas,Nonmetropolitan,176,27,1,2,0,24,149,68,77,4,4
20171,485048,scott , kansas,KS,6.879020659,58453,65499,19.9,scott_kansas,,0,,,,,,,,,,
20173,485049,sedgwick , kansas,KS,499.6080248,49451,64837,28,sedgwick_kansas,,0,,,,,,,,,,
20175,485050,seward , kansas,KS,35.89070785,44550,56197,13.5,seward_kansas,Nonmetropolitan,58,16,0,2,0,14,42,9,31,2,1
20177,485051,shawnee , kansas,KS,327.074939,47701,62704,28.8,shawnee_kansas,Metropolitan,1346,65,0,1,4,60,1281,359,871,51,13
20179,485052,sheridan , kansas,KS,2.852815481,46821,57013,20.9,sheridan_kansas,,0,,,,,,,,,,
20181,485053,sherman , kansas,KS,5.690932196,43012,49291,17.2,sherman_kansas,Nonmetropolitan,18,1,0,0,0,1,17,6,9,2,0
20183,484969,smith , kansas,KS,4.302792404,42569,56254,13.4,smith_kansas,,0,,,,,,,,,,
20185,485054,stafford , kansas,KS,5.601947362,42006,52563,21.8,stafford_kansas,Nonmetropolitan,30,1,0,0,0,1,29,6,21,2,0
20187,485055,stanton , kansas,KS,3.285098002,49152,58786,15.5,stanton_kansas,,0,,,,,,,,,,
20189,485056,stevens , kansas,KS,7.870280616,56019,68040,13.1,stevens_kansas,,0,,,,,,,,,,
20191,481812,sumner , kansas,KS,20.41726279,48060,58379,18.4,sumner_kansas,Metropolitan,178,17,0,2,2,13,161,71,72,18,2
20193,485057,thomas , kansas,KS,7.35097754,45125,61990,23,thomas_kansas,,0,,,,,,,,,,
20195,485058,trego , kansas,KS,3.373888955,42009,52840,19.1,trego_kansas,,0,,,,,,,,,,
20197,485059,wabaunsee , kansas,KS,8.879494197,53292,57667,19.8,wabaunsee_kansas,Metropolitan,105,10,0,2,0,8,95,37,53,5,4
20199,485060,wallace , kansas,KS,1.625345317,46128,56439,23.9,wallace_kansas,,0,,,,,,,,,,
20201,485061,washington , kansas,KS,6.481096522,40469,48202,17.3,washington_kansas,Nonmetropolitan,34,11,0,1,0,10,23,11,9,3,3
20203,485062,wichita , kansas,KS,3.108961156,50324,56478,18,wichita_kansas,Nonmetropolitan,39,3,0,0,0,3,36,9,24,3,0
20205,485063,wilson , kansas,KS,16.49492127,40069,46403,11.4,wilson_kansas,Nonmetropolitan,76,8,0,0,0,8,68,24,43,1,0
20207,485064,woodson , kansas,KS,6.646980836,31779,48021,16.4,woodson_kansas,Nonmetropolitan,87,8,0,1,0,7,79,32,44,3,0
20209,485065,wyandotte , kansas,KS,1038.951187,39812,50149,15.2,wyandotte_kansas,Metropolitan,49,12,0,1,0,11,37,4,27,6,1
21001,516847,adair , kentucky,KY,46.03203194,31775,39742,13.3,adair_kentucky,Nonmetropolitan,25,2,0,0,0,2,23,7,12,4,0
21003,516848,allen , kentucky,KY,57.95468406,35357,43042,10.9,allen_kentucky,Nonmetropolitan,110,3,0,2,0,1,107,53,41,13,1
21005,516849,anderson , kentucky,KY,106.1328233,52447,62280,18.4,anderson_kentucky,Nonmetropolitan,89,2,0,0,2,0,87,41,39,7,0
21007,516850,ballard , kentucky,KY,33.44293133,41875,58816,11.8,ballard_kentucky,Nonmetropolitan,153,4,0,0,0,4,149,47,96,6,2
21009,516851,barren , kentucky,KY,86.50144296,38616,49725,14.2,barren_kentucky,Nonmetropolitan,114,3,0,0,1,2,111,57,43,11,0
21011,516852,bath , kentucky,KY,41.57579844,28776,39091,13.3,bath_kentucky,,0,,,,,,,,,,
21013,516853,bell , kentucky,KY,79.91922006,25269,36935,11.2,bell_kentucky,Nonmetropolitan,180,15,0,2,3,10,165,55,99,11,2
21015,516854,boone , kentucky,KY,482.2677475,68087,79126,28.8,boone_kentucky,Metropolitan,1554,71,4,21,17,29,1483,359,1067,57,3
21017,516855,bourbon , kentucky,KY,68.98063296,42192,55285,16,bourbon_kentucky,Metropolitan,88,0,0,0,0,0,88,23,63,2,0
21019,516856,boyd , kentucky,KY,309.9009158,38848,55474,15.6,boyd_kentucky,Metropolitan,204,25,0,1,10,14,179,43,122,14,0
21021,516857,boyle , kentucky,KY,157.8073919,41035,58892,23.3,boyle_kentucky,Nonmetropolitan,82,4,0,0,0,4,78,37,39,2,1
21023,516858,bracken , kentucky,KY,41.28163726,39643,50763,13.2,bracken_kentucky,Metropolitan,153,8,0,1,2,5,145,65,79,1,0
21025,516859,breathitt , kentucky,KY,28.18365884,22304,36767,10.6,breathitt_kentucky,,0,,,,,,,,,,
21027,516860,breckinridge , kentucky,KY,35.36669652,38325,46486,8.1,breckinridge_kentucky,Nonmetropolitan,16,3,1,0,0,2,13,9,4,0,0
21029,516861,bullitt , kentucky,KY,250.2121041,51857,61529,12,bullitt_kentucky,Metropolitan,755,18,0,7,6,5,737,383,314,40,1
21031,516862,butler , kentucky,KY,29.78258012,32508,41832,8,butler_kentucky,Nonmetropolitan,49,6,0,1,0,5,43,22,18,3,0
21033,516863,caldwell , kentucky,KY,37.65759547,37078,48440,14.2,caldwell_kentucky,Nonmetropolitan,65,4,0,1,0,3,61,37,23,1,0
21035,516864,calloway , kentucky,KY,96.5947312,39316,51515,28.6,calloway_kentucky,Nonmetropolitan,380,12,0,1,1,10,368,159,198,11,2
21037,516865,campbell , kentucky,KY,597.0338647,53018,67773,27.4,campbell_kentucky,Metropolitan,274,11,1,3,2,5,263,78,167,18,1
21039,516866,carlisle , kentucky,KY,26.94342093,35699,43786,11.4,carlisle_kentucky,Nonmetropolitan,47,4,0,1,0,3,43,13,28,2,0
21041,516867,carroll , kentucky,KY,84.08714387,42063,54809,8.1,carroll_kentucky,Nonmetropolitan,60,1,0,0,0,1,59,18,34,7,2
21043,516868,carter , kentucky,KY,67.69296892,35637,48100,10,carter_kentucky,Nonmetropolitan,46,5,0,1,0,4,41,20,19,2,0
21045,516869,casey , kentucky,KY,35.91607951,27327,37172,8.2,casey_kentucky,Nonmetropolitan,42,1,0,0,0,1,41,22,13,6,1
21047,516870,christian , kentucky,KY,103.0727398,37958,48209,13.5,christian_kentucky,Metropolitan,455,17,1,4,2,10,438,173,239,26,3
21049,516871,clark , kentucky,KY,141.0622547,45726,59024,18.2,clark_kentucky,Metropolitan,274,4,0,2,1,1,270,108,151,11,1
21051,516872,clay , kentucky,KY,46.30823426,20206,34034,7.9,clay_kentucky,Nonmetropolitan,131,5,0,1,2,2,126,42,74,10,2
21053,516873,clinton , kentucky,KY,52.07710169,27654,38478,7.5,clinton_kentucky,,0,,,,,,,,,,
21055,516874,crittenden , kentucky,KY,25.87845046,32545,47145,9.6,crittenden_kentucky,Nonmetropolitan,41,0,0,0,0,0,41,12,24,5,1
21057,516875,cumberland , kentucky,KY,22.46528301,29528,37382,8.7,cumberland_kentucky,Nonmetropolitan,16,2,0,0,0,2,14,10,4,0,0
21059,516876,daviess , kentucky,KY,210.8799902,44763,56281,18.5,daviess_kentucky,Metropolitan,649,21,0,10,5,6,628,159,451,18,3
21061,516877,edmonson , kentucky,KY,40.15081731,35217,46728,9.6,edmonson_kentucky,Metropolitan,60,5,0,0,0,5,55,25,24,6,3
21063,516878,elliott , kentucky,KY,33.51044534,25769,36183,6.3,elliott_kentucky,,0,,,,,,,,,,
21065,516879,estill , kentucky,KY,57.97422139,28148,40058,6.7,estill_kentucky,Nonmetropolitan,121,7,0,0,2,5,114,69,44,1,0
21067,516880,fayette , kentucky,KY,1042.848732,48306,68651,39.3,fayette_kentucky,,0,,,,,,,,,,
21069,516881,fleming , kentucky,KY,41.16577055,31979,44304,12.7,fleming_kentucky,Nonmetropolitan,9,1,0,0,0,1,8,4,3,1,0
21071,516882,floyd , kentucky,KY,100.2961777,28221,39920,12.2,floyd_kentucky,Nonmetropolitan,95,3,0,0,0,3,92,18,62,12,1
21073,516883,franklin , kentucky,KY,237.2356761,47062,62243,27.5,franklin_kentucky,Nonmetropolitan,426,15,0,5,3,7,411,140,254,17,0
21075,516884,fulton , kentucky,KY,33.15263936,34545,42683,11.3,fulton_kentucky,Nonmetropolitan,34,2,0,0,0,2,32,13,17,2,0
21077,516885,gallatin , kentucky,KY,84.84303692,45400,51303,9.7,gallatin_kentucky,Metropolitan,102,2,0,0,0,2,100,45,48,7,0
21079,516886,garrard , kentucky,KY,73.50582631,40137,49649,14,garrard_kentucky,Nonmetropolitan,54,2,0,0,1,1,52,16,30,6,0
21081,516887,grant , kentucky,KY,95.60211657,43755,58129,11.2,grant_kentucky,Metropolitan,162,3,0,0,2,1,159,49,98,12,1
21083,516888,graves , kentucky,KY,67.27951238,35514,49565,14.6,graves_kentucky,Nonmetropolitan,235,16,0,3,3,10,219,94,107,18,4
21085,516889,grayson , kentucky,KY,51.83431381,32919,43415,7.2,grayson_kentucky,Nonmetropolitan,106,4,0,1,0,3,102,45,48,9,0
21087,516890,green , kentucky,KY,39.35895733,35313,50950,11.2,green_kentucky,Nonmetropolitan,12,4,0,1,0,3,8,3,5,0,0
21089,516891,greenup , kentucky,KY,107.1728267,41902,53771,15.6,greenup_kentucky,Metropolitan,67,9,1,4,1,3,58,30,19,9,0
21091,516892,hancock , kentucky,KY,45.64299874,47895,53548,10.9,hancock_kentucky,Metropolitan,19,0,0,0,0,0,19,9,8,2,1
21093,516893,hardin , kentucky,KY,169.3353528,48743,61475,19.3,hardin_kentucky,Metropolitan,111,4,0,1,0,3,107,34,66,7,3
21095,516894,harlan , kentucky,KY,62.8515246,26914,38653,11,harlan_kentucky,Nonmetropolitan,94,7,0,0,0,7,87,36,43,8,0
21097,516895,harrison , kentucky,KY,61.51506052,38690,49389,12.6,harrison_kentucky,Nonmetropolitan,214,5,0,0,0,5,209,88,114,7,0
21099,516896,hart , kentucky,KY,44.16311158,31858,43645,8.6,hart_kentucky,Nonmetropolitan,21,3,0,2,0,1,18,6,9,3,0
21101,516897,henderson , kentucky,KY,105.9154646,41473,55084,16.5,henderson_kentucky,Metropolitan,182,10,0,4,2,4,172,72,90,10,2
21103,516898,henry , kentucky,KY,53.85013064,42506,53174,13.8,henry_kentucky,Metropolitan,26,1,0,0,1,0,25,14,11,0,0
21105,516899,hickman , kentucky,KY,20.23328958,37535,47333,13.8,hickman_kentucky,Nonmetropolitan,8,0,0,0,0,0,8,5,0,3,0
21107,516900,hopkins , kentucky,KY,86.56906429,39187,52541,13.4,hopkins_kentucky,Nonmetropolitan,349,17,1,5,3,8,332,128,167,37,1
21109,516901,jackson , kentucky,KY,39.09026915,21448,33522,5.7,jackson_kentucky,Nonmetropolitan,93,0,0,0,0,0,93,39,50,4,1
21111,516902,jefferson , kentucky,KY,1948.119953,46298,64992,29.2,jefferson_kentucky,,0,,,,,,,,,,
21113,516903,jessamine , kentucky,KY,282.286365,48547,66253,27.2,jessamine_kentucky,Metropolitan,394,16,0,1,7,8,378,179,185,14,0
21115,516904,johnson , kentucky,KY,89.1610327,32421,48225,10.2,johnson_kentucky,Nonmetropolitan,142,7,0,1,1,5,135,45,76,14,3
21117,516905,kenton , kentucky,KY,996.6926677,53375,69117,27.5,kenton_kentucky,Metropolitan,224,18,0,6,1,11,206,80,117,9,2
21119,516906,knott , kentucky,KY,46.5011749,31735,43382,12.1,knott_kentucky,Nonmetropolitan,2,0,0,0,0,0,2,0,2,0,0
21121,516907,knox , kentucky,KY,82.53494073,22364,36214,8.4,knox_kentucky,Nonmetropolitan,335,14,0,2,5,7,321,196,103,22,0
21123,516908,larue , kentucky,KY,54.27139137,37920,48044,10.9,larue_kentucky,Metropolitan,78,6,0,2,0,4,72,31,34,7,0
